group;value
7;4
1;26
6;22
2;109
2;79
8;59
3;12
8;22
4;72
1;3
6;112
9;49
3;67
4;2
5;17
7;103
7;73
1;81
5;106
9;87
8;24
5;113
6;81
4;11
8;93
5;89
5;111
6;105
7;70
7;26
7;98
1;5
6;17
9;114
3;118
3;106
8;14
9;112
3;83
6;113
2;60
5;98
2;41
6;53
0;34
4;80
6;26
6;49
1;11
2;20
4;58
3;116
8;10
2;88
3;97
2;27
3;89
0;78
6;107
1;2
0;8
6;111
2;38
1;111
5;8
1;65
6;115
0;73
0;32
6;117
9;40
0;26
7;31
7;78
0;115
3;72
5;105
0;81
6;49
2;74
5;74
1;82
3;26
7;46
6;29
1;91
4;34
6;17
8;72
4;93
2;49
2;31
3;108
0;90
4;118
4;82
5;35
6;119
2;70
2;74
5;20
9;5
9;35
7;70
6;71
8;18
9;85
4;91
2;107
6;49
5;19
2;30
8;29
6;8
6;51
0;26
6;97
0;71
4;50
6;12
3;38
5;51
9;94
5;68
6;26
6;87
7;15
9;66
1;58
6;70
7;111
0;75
0;45
8;116
4;12
9;62
7;32
2;10
0;30
9;66
8;107
6;37
1;14
7;73
8;40
9;75
7;59
5;99
1;45
4;64
0;107
7;2
8;81
0;78
8;81
9;84
9;94
6;78
7;81
9;5
2;80
6;88
7;65
5;30
0;34
0;55
4;81
5;13
5;44
0;46
9;1
4;112
7;112
7;112
5;4
3;3
0;30
4;27
3;103
4;52
2;34
2;93
7;112
8;0
5;40
9;82
6;64
9;68
3;113
2;76
1;2
3;71
6;38
1;52
7;117
3;44
0;103
6;104
6;36
4;75
3;59
2;12
3;113
4;118
7;94
1;46
9;73
4;91
6;102
6;41
1;102
7;116
7;60
5;99
9;9
8;84
5;41
9;20
8;82
8;69
6;21
2;87
2;28
9;34
7;4
8;41
7;29
8;84
0;0
2;70
0;59
2;50
5;21
1;68
1;104
0;111
7;32
3;65
9;105
0;78
9;101
3;80
7;11
1;12
1;102
8;30
9;51
3;104
5;88
7;2
4;102
3;70
9;57
2;66
8;110
4;70
3;62
2;89
3;6
3;21
6;70
8;13
8;56
0;84
8;49
7;10
5;26
0;72
5;59
5;17
0;119
2;15
8;51
4;83
9;55
7;79
9;98
5;1
7;108
2;54
2;57
0;1
9;31
1;56
8;109
6;46
1;36
6;79
5;81
9;106
6;94
0;75
9;101
8;53
6;110
4;35
9;88
1;73
1;69
7;91
0;34
3;51
8;95
0;69
0;45
4;3
2;12
3;38
5;77
1;54
1;49
8;86
2;78
6;48
1;40
0;77
6;17
3;3
1;3
2;0
8;36
4;4
2;57
3;54
0;79
9;64
9;51
6;64
7;75
6;103
6;110
4;73
8;41
0;23
4;57
9;80
0;21
1;6
4;50
4;39
4;53
5;21
1;40
2;110
5;44
4;27
6;1
8;113
2;61
3;44
3;26
3;29
3;25
0;41
3;41
6;103
6;28
9;38
7;97
7;84
5;119
2;35
4;106
7;31
7;73
8;117
1;37
7;75
8;96
8;92
2;89
2;72
0;74
7;54
8;16
1;82
7;21
7;102
7;60
3;21
7;63
0;75
0;38
2;115
6;24
5;107
5;89
6;54
6;118
9;112
4;73
5;51
3;107
8;73
6;73
7;21
4;4
7;107
0;55
7;95
0;2
9;11
3;81
9;78
0;46
2;111
0;40
4;24
2;67
4;110
5;104
7;42
2;81
8;45
9;15
7;65
5;80
2;30
7;20
3;91
7;119
2;41
9;113
2;6
0;9
3;63
2;6
0;72
6;60
6;113
5;37
1;79
2;79
5;105
2;12
5;88
1;77
0;6
1;91
9;112
1;0
6;37
1;8
0;15
1;7
9;79
7;71
7;57
1;57
5;111
3;84
2;67
3;106
6;8
7;35
8;108
2;97
2;88
0;89
9;7
4;111
0;104
9;91
4;115
2;45
8;101
8;102
6;4
0;83
2;61
3;66
3;118
7;30
6;101
0;81
2;40
5;26
1;83
7;32
0;75
3;44
7;34
9;59
4;7
6;54
2;109
9;29
4;118
7;8
3;100
0;74
8;31
0;82
9;23
6;24
1;91
4;1
8;68
1;93
4;95
4;29
2;69
2;86
8;98
8;78
8;53
3;69
7;20
7;99
4;92
4;80
2;106
0;57
1;33
3;11
8;45
9;64
8;24
4;93
5;62
1;119
5;6
3;41
7;34
2;42
1;16
0;41
2;17
7;49
1;20
5;77
8;99
0;32
6;82
4;93
9;70
4;105
0;83
6;115
1;59
9;1
5;86
7;18
3;84
5;14
6;103
4;29
8;43
0;64
7;110
4;102
9;49
0;55
7;6
0;93
4;28
6;98
4;3
0;87
2;54
2;29
7;34
4;83
8;115
6;65
1;100
2;95
4;34
9;14
1;117
5;117
7;37
9;78
3;92
5;113
6;43
1;14
0;33
5;20
5;83
5;74
9;100
1;7
2;114
6;42
3;41
9;23
2;95
9;114
9;58
0;104
5;25
0;14
1;41
3;100
4;100
0;29
5;106
0;90
5;107
7;64
0;95
6;52
4;32
6;33
4;69
9;48
6;100
2;41
1;0
8;32
4;29
5;53
1;92
8;44
8;100
2;13
2;5
3;20
4;28
4;89
5;83
0;27
4;48
7;71
4;72
8;105
2;29
5;116
9;68
3;87
9;114
9;13
6;117
3;7
7;30
1;87
0;39
6;7
6;78
5;83
6;64
5;94
7;96
9;108
3;100
7;119
3;65
9;77
1;83
0;50
6;37
4;28
9;74
8;84
5;66
7;101
2;85
4;91
9;106
7;42
8;33
1;9
0;109
4;15
6;46
8;50
7;104
1;12
8;81
2;25
7;30
2;26
5;117
5;100
1;28
9;18
5;76
9;92
8;47
5;103
7;53
3;4
7;46
6;44
1;98
5;61
2;14
4;9
7;57
9;17
5;101
2;111
5;13
9;5
5;105
8;22
9;4
8;74
1;49
7;80
5;86
0;27
0;62
1;14
2;115
7;65
8;80
1;19
1;73
6;23
5;102
2;6
5;31
4;30
7;67
8;36
5;68
4;28
8;68
0;89
5;116
5;5
5;72
9;79
2;83
8;40
5;69
3;5
3;39
0;59
5;106
7;50
3;60
6;48
7;77
4;38
4;105
5;42
7;70
3;10
8;53
7;88
9;113
8;110
7;57
9;110
6;22
1;83
9;74
9;118
8;82
3;75
6;106
7;0
9;13
9;23
6;6
9;32
5;113
4;72
8;109
6;80
5;30
5;45
6;82
5;87
8;89
2;68
0;109
2;33
1;81
9;97
8;87
2;75
2;54
2;96
6;92
3;104
8;87
3;14
2;32
3;98
4;97
2;90
9;98
8;104
7;13
1;19
4;52
8;61
5;102
3;4
7;70
8;45
9;15
2;52
6;66
0;108
7;77
0;75
1;72
8;33
8;14
6;25
8;58
1;92
7;69
6;66
4;51
6;68
5;57
2;95
7;50
1;102
2;22
4;77
6;74
4;106
0;90
0;108
7;112
4;102
9;25
5;19
7;81
9;20
2;46
1;41
9;72
7;94
2;70
5;82
9;61
1;25
8;11
2;118
6;17
7;17
7;6
9;115
6;20
3;0
1;52
0;63
0;98
4;71
7;71
9;49
1;60
0;76
0;80
5;102
0;40
1;53
1;52
1;51
0;91
1;100
2;67
4;20
5;2
3;48
2;54
0;30
6;83
6;14
8;47
4;44
6;102
6;10
6;83
0;28
6;90
0;14
9;33
6;97
2;81
0;73
6;65
0;64
1;21
6;98
1;72
0;16
1;25
9;101
3;118
9;4
8;30
7;43
4;6
9;112
3;71
7;104
3;74
8;111
9;88
5;61
9;39
9;53
4;16
5;118
0;85
0;67
3;95
5;4
4;44
6;73
6;77
9;35
9;111
3;55
9;72
2;42
3;42
5;56
5;102
6;52
4;66
5;103
0;95
1;22
6;14
8;89
8;119
0;3
1;24
5;103
7;69
9;74
7;53
5;8
9;83
0;31
7;110
2;19
8;55
0;18
5;7
3;61
6;18
0;50
3;118
9;107
2;106
7;10
8;61
4;71
6;111
4;40
2;18
5;0
9;117
9;63
4;50
9;31
3;34
5;54
8;91
9;68
5;76
3;92
5;17
0;44
0;8
5;74
5;110
1;58
0;40
1;25
1;113
3;21
4;5
1;68
3;118
0;108
5;115
3;47
9;75
6;51
6;87
8;52
6;52
4;105
8;12
6;28
0;15
9;70
7;87
4;15
4;19
3;57
5;68
4;17
7;67
6;108
1;61
8;4
4;113
7;65
4;72
3;50
4;1
0;39
3;74
3;1
9;80
4;82
5;86
1;11
6;84
8;84
4;86
6;98
9;104
3;7
0;91
6;16
4;109
6;43
7;12
8;62
1;47
8;2
2;14
1;50
3;101
9;119
9;25
9;117
2;53
8;39
6;49
0;36
8;106
9;72
6;14
0;36
5;62
2;16
5;5
2;90
8;72
1;2
8;2
8;53
1;81
4;26
5;68
9;0
2;101
0;9
8;22
6;24
1;72
7;10
9;42
8;51
4;20
2;70
3;41
3;42
6;60
9;111
0;113
9;1
2;45
3;75
9;17
4;61
6;30
8;119
4;32
5;76
4;116
9;48
2;102
5;103
4;90
9;101
4;74
4;39
5;58
3;26
7;82
2;36
9;94
2;117
3;29
5;95
1;99
1;68
0;49
6;70
4;75
4;103
6;51
5;35
4;4
9;88
9;58
2;106
8;38
0;4
0;7
6;113
6;56
1;54
1;24
4;5
9;78
3;110
1;8
5;81
6;57
3;56
8;11
1;111
1;102
1;22
1;20
3;35
2;86
7;98
0;2
6;35
3;63
9;22
5;23
6;22
6;19
2;4
3;26
5;37
7;118
4;15
3;3
7;30
6;27
3;1
2;32
0;79
8;119
1;29
1;115
3;3
4;69
4;26
9;102
3;82
4;103
8;84
2;95
8;3
4;23
8;36
8;39
5;108
3;55
1;14
2;47
6;73
2;107
7;17
5;60
5;60
6;70
0;17
4;56
8;54
8;88
0;16
1;53
1;35
6;22
8;67
7;88
0;112
2;93
2;55
3;41
8;62
3;114
7;73
9;56
8;118
9;45
0;40
6;97
8;119
5;75
0;104
2;72
3;52
2;25
8;58
0;20
4;81
7;117
0;14
9;50
4;52
3;45
8;35
7;17
7;44
4;119
6;116
9;56
6;96
5;87
3;53
1;72
1;69
7;4
4;85
7;111
5;7
5;61
3;64
5;6
1;52
2;64
9;55
3;62
5;78
9;9
2;23
6;37
2;117
5;99
0;88
4;73
2;111
4;50
9;107
1;112
4;112
8;73
5;97
1;85
2;92
8;69
5;83
1;114
3;29
1;17
5;47
0;2
5;38
1;77
9;36
4;92
5;83
3;7
0;28
2;37
4;35
0;106
1;55
5;48
3;16
1;5
1;31
8;25
7;117
5;51
7;18
8;118
8;60
4;67
4;65
9;20
9;76
4;79
0;90
1;13
4;27
1;89
7;3
6;95
7;60
6;77
5;2
6;69
9;2
4;20
7;93
3;30
9;49
0;50
1;30
9;32
0;39
7;72
6;21
2;58
8;13
1;87
0;34
6;101
0;15
8;92
5;61
3;35
2;62
9;77
9;105
2;53
3;115
5;117
8;29
3;24
2;81
7;29
9;110
6;63
8;74
1;16
2;113
1;19
4;17
9;18
4;21
1;71
6;0
7;23
6;26
6;78
5;105
7;15
7;33
6;31
8;81
6;93
2;82
9;56
9;75
6;26
9;55
7;42
7;86
6;34
7;66
7;15
8;73
2;108
8;4
6;108
1;12
5;34
3;43
7;92
3;36
4;23
5;87
8;37
4;113
8;92
3;31
6;70
1;38
4;81
6;33
9;10
9;27
3;104
3;18
8;33
8;22
3;59
9;91
2;12
5;71
8;111
2;39
3;86
8;37
1;52
8;103
7;51
3;32
4;28
2;19
8;32
9;60
3;111
9;93
0;96
2;114
8;98
2;110
6;29
1;112
4;76
3;44
7;97
9;102
6;77
2;19
9;72
9;78
7;63
5;30
0;13
9;46
1;15
3;84
1;93
6;20
9;60
6;5
1;115
0;78
0;85
7;25
4;31
6;81
0;102
2;0
1;82
0;72
7;119
4;52
9;12
8;56
0;83
4;77
4;86
1;89
5;109
2;57
2;89
7;29
9;114
3;91
2;105
1;62
7;17
5;34
3;26
9;57
8;82
7;80
8;58
3;17
1;17
6;106
5;90
1;57
2;9
3;97
4;107
8;25
4;61
0;70
6;99
5;111
4;9
0;92
9;116
8;37
0;110
4;13
1;98
3;87
6;66
5;63
7;84
1;109
3;31
5;118
3;69
6;53
0;99
5;73
0;55
4;107
5;39
9;114
0;45
8;42
8;48
9;45
0;32
9;0
9;38
0;43
4;15
9;43
2;17
4;33
1;89
4;53
9;35
3;55
8;91
7;107
6;71
9;22
9;26
4;80
8;103
9;97
1;37
8;109
9;42
0;84
6;67
2;63
5;107
0;0
8;115
2;112
9;106
0;93
6;29
2;103
1;119
3;35
2;71
8;44
6;88
8;116
2;34
5;99
1;62
2;72
4;107
5;7
1;88
8;17
4;18
7;43
1;11
4;99
8;64
6;60
8;80
5;81
3;64
8;103
0;44
2;77
0;85
0;102
3;5
3;119
0;3
9;117
0;107
7;30
3;43
1;52
3;60
3;14
5;46
2;56
8;39
5;92
0;93
7;3
9;16
7;32
5;19
7;2
2;86
6;15
4;100
2;3
7;5
9;82
1;75
3;95
6;52
7;76
9;109
1;32
8;94
0;78
7;1
6;46
6;72
9;65
7;23
4;64
1;114
1;25
4;82
8;86
1;7
9;21
5;67
3;4
9;60
2;33
7;38
6;19
5;50
9;54
6;35
7;116
4;33
3;109
6;42
7;35
2;91
7;94
3;85
2;66
6;25
9;8
8;40
7;60
7;61
0;80
8;86
6;7
3;56
6;58
6;28
7;113
8;68
1;76
7;93
3;57
0;72
1;45
6;46
5;73
5;44
1;34
5;81
3;112
6;13
9;101
9;60
3;102
7;31
1;101
9;27
8;34
2;119
5;7
1;4
5;37
0;80
7;68
4;41
8;91
1;87
6;0
0;106
6;35
3;69
9;53
1;48
8;51
2;35
6;83
0;41
5;112
1;115
5;92
1;45
0;29
3;29
7;83
0;60
4;69
1;14
1;90
7;40
3;73
7;57
7;55
4;116
6;74
9;78
3;48
5;89
1;33
5;73
5;46
2;90
2;70
7;9
7;0
2;47
9;70
0;79
0;78
2;99
0;31
4;95
0;104
2;103
1;103
6;12
5;38
9;7
4;72
9;24
3;40
8;73
0;58
2;57
1;10
0;70
7;23
7;97
2;118
8;105
9;57
9;42
9;74
7;40
9;79
7;65
8;57
4;91
2;0
7;56
0;87
1;110
6;34
5;45
3;118
2;54
9;105
3;70
1;90
8;75
5;72
0;27
7;12
1;96
8;87
1;25
1;53
4;80
7;0
0;29
9;72
5;4
0;63
3;54
3;32
9;89
7;26
3;63
4;18
5;75
3;47
5;4
0;101
1;22
1;47
4;109
5;47
2;104
9;8
0;70
1;105
6;87
9;99
5;2
2;37
9;9
6;46
8;42
8;112
8;103
2;28
2;63
3;48
8;55
5;97
5;72
9;91
6;111
0;58
4;93
9;18
2;10
3;9
6;60
8;78
3;92
3;42
3;21
5;11
0;40
9;91
5;78
7;33
1;39
8;25
3;72
0;71
2;32
4;18
3;69
6;20
3;109
4;54
0;119
6;105
8;104
3;55
1;14
4;61
4;42
5;14
0;66
1;107
4;3
0;42
6;6
7;89
4;34
5;50
8;97
5;10
6;44
2;74
3;60
0;110
0;103
0;30
2;89
5;88
2;31
7;0
7;47
1;39
5;16
8;68
9;70
9;84
7;71
3;78
8;108
6;102
3;61
7;13
9;109
5;111
4;42
4;44
1;58
7;119
2;49
3;74
7;16
1;15
1;79
0;86
4;104
8;35
1;24
3;43
1;86
4;37
7;32
6;4
9;53
3;84
6;38
2;41
9;57
6;22
1;42
2;69
5;105
7;87
2;104
9;62
8;62
0;35
6;18
5;39
7;2
1;1
9;73
7;100
0;104
4;53
0;62
0;94
2;24
0;9
3;75
2;44
8;31
5;117
4;87
2;108
8;15
7;113
6;67
3;60
9;73
2;99
4;104
7;14
6;40
4;9
5;52
7;93
1;32
7;33
2;12
0;98
2;47
5;10
3;119
0;99
4;51
5;83
7;25
9;13
6;55
7;104
8;72
9;16
3;3
3;78
9;17
7;58
0;76
5;83
0;88
3;23
8;102
2;106
0;95
3;56
3;81
1;21
0;97
9;104
1;38
8;40
4;91
5;68
5;25
9;97
2;70
0;116
0;76
0;48
7;71
8;37
0;22
7;19
9;2
9;61
4;116
0;85
6;109
6;20
5;102
5;96
5;23
6;113
8;69
3;5
7;56
1;61
2;66
8;46
6;37
1;95
4;113
4;1
4;108
4;3
2;75
1;114
5;65
2;22
2;77
1;5
4;35
2;84
3;13
3;67
4;16
4;5
8;105
0;33
6;106
8;40
5;78
9;98
7;42
9;110
5;84
6;113
8;30
1;22
4;61
8;93
4;83
8;2
0;110
7;83
6;95
7;45
9;8
3;17
2;46
7;24
9;25
4;119
8;115
8;113
9;55
3;40
9;95
2;101
8;27
9;91
4;49
7;82
8;91
6;36
4;0
3;67
0;34
5;109
3;68
0;48
3;112
4;39
1;110
8;15
3;25
8;91
4;47
3;70
3;64
6;75
4;54
5;99
0;67
3;118
1;96
9;110
2;49
7;18
5;48
3;55
0;44
3;24
6;52
6;44
1;42
7;25
9;109
9;110
1;114
1;110
9;51
8;1
7;63
5;17
4;2
4;119
7;108
1;91
2;85
6;112
6;74
3;3
4;80
9;71
0;105
4;9
6;93
2;29
1;37
1;49
0;69
6;117
0;9
4;107
0;42
6;84
0;53
0;86
6;104
4;9
1;99
1;84
3;47
1;11
9;18
1;88
1;67
5;12
9;67
1;44
8;51
6;70
7;46
0;51
5;76
6;81
4;116
6;65
6;103
8;114
9;59
1;73
3;52
8;51
9;70
0;26
6;117
3;20
7;75
0;40
8;72
9;79
8;84
3;66
1;14
9;15
3;119
0;104
6;86
3;103
3;5
0;114
7;81
9;105
1;93
4;23
4;26
0;7
9;51
4;12
3;64
3;17
5;89
9;86
8;109
1;90
3;99
7;60
2;116
4;36
6;74
0;67
3;16
6;100
5;40
7;21
0;52
0;119
0;108
0;75
3;20
0;8
8;80
6;108
9;32
9;64
5;59
7;64
6;101
4;17
6;45
5;47
9;7
3;7
5;43
7;42
1;64
8;63
2;37
8;62
8;45
9;104
8;50
8;115
1;49
8;2
0;66
4;101
4;46
3;76
9;56
4;94
5;31
8;29
2;91
9;99
8;5
7;58
4;10
4;98
8;68
8;0
4;40
9;32
8;89
1;49
5;11
1;2
3;96
0;55
6;86
1;18
6;53
1;20
5;20
9;19
8;42
5;9
2;74
4;28
4;51
6;77
2;72
3;77
0;110
4;83
4;85
3;17
5;72
5;71
2;15
7;84
9;86
4;75
6;64
9;10
5;90
0;95
6;57
9;89
4;104
7;55
6;33
1;118
8;63
9;8
4;88
0;35
9;115
2;71
5;57
3;71
1;1
3;63
9;56
9;38
0;12
5;80
4;25
0;22
4;37
6;76
1;1
2;19
3;106
9;83
3;54
3;56
7;7
5;81
6;13
2;116
6;94
5;109
7;58
2;55
4;11
2;75
4;37
4;50
5;69
7;65
7;47
6;73
1;37
6;115
0;67
6;102
8;40
5;96
6;85
0;96
5;112
0;10
8;119
2;69
7;118
4;44
2;9
7;33
7;51
2;23
3;27
7;1
8;5
7;51
6;100
7;71
3;15
4;79
0;75
6;34
8;93
3;51
1;89
5;49
6;27
0;30
3;1
0;6
0;0
0;11
6;56
0;70
6;84
3;25
7;22
9;43
0;90
6;21
2;40
8;63
6;1
3;82
8;21
4;12
4;105
5;19
2;115
4;64
9;56
6;0
0;38
9;29
5;46
5;29
2;73
4;7
9;13
4;48
9;84
5;44
9;53
1;86
8;35
4;114
2;75
4;45
5;38
9;7
3;80
9;73
7;15
7;53
7;81
7;48
8;26
3;33
1;106
8;92
0;89
2;74
9;15
6;15
3;92
7;36
0;4
4;52
8;9
4;3
9;10
0;55
0;35
9;84
7;114
1;53
1;1
6;89
5;1
6;99
1;39
6;74
2;111
1;74
9;107
4;18
9;10
2;40
3;52
1;69
4;90
6;60
7;79
0;11
6;97
3;22
1;100
9;70
2;36
6;22
7;11
9;98
8;118
1;60
7;45
8;116
3;66
0;89
7;71
3;70
9;35
5;102
0;26
8;55
2;67
7;44
9;21
7;57
6;86
4;92
1;10
7;117
5;3
0;25
5;19
7;46
3;74
4;42
3;24
4;75
3;36
6;62
5;49
8;47
2;108
8;89
9;41
4;19
2;43
4;105
0;31
5;5
7;118
4;72
5;13
7;21
8;53
4;91
9;49
9;102
5;8
2;12
8;96
1;3
7;38
8;0
5;118
6;117
9;14
9;49
0;83
1;97
8;69
2;18
0;2
1;68
6;105
1;100
2;52
7;116
6;118
1;11
7;0
5;48
7;94
0;39
8;24
7;90
3;111
9;60
5;45
5;109
2;68
8;52
6;56
3;89
6;76
4;1
5;94
4;106
5;65
7;28
9;25
0;70
5;32
2;100
1;93
7;104
9;66
1;16
1;21
3;83
8;78
0;115
9;48
4;69
4;20
5;70
4;4
7;10
9;109
9;105
3;42
2;13
1;37
0;16
0;3
3;113
7;100
9;50
4;115
6;104
9;28
8;13
1;26
8;16
0;31
1;4
7;32
3;69
7;3
6;48
6;99
4;14
5;14
2;92
6;2
8;101
5;21
6;26
7;108
8;2
2;8
8;86
2;37
3;16
2;60
6;2
0;92
7;25
9;3
6;75
2;82
1;116
0;10
8;111
6;40
2;13
6;15
5;81
4;41
0;23
0;103
6;15
1;65
4;83
1;116
1;92
5;90
1;21
1;100
6;67
6;5
0;61
0;91
5;19
0;79
2;116
4;65
9;106
5;53
9;108
7;81
2;71
7;113
5;40
4;85
6;31
1;2
4;110
8;12
0;76
8;87
4;88
5;19
0;6
0;22
9;90
2;86
1;107
0;60
1;34
8;10
8;30
0;91
7;98
3;7
1;79
7;79
5;114
2;74
0;70
3;26
7;9
2;40
5;61
3;13
1;119
9;67
8;119
5;0
5;42
2;69
1;109
2;113
8;1
9;98
2;73
2;37
2;108
0;46
1;59
4;57
5;1
8;7
5;32
0;46
2;20
7;62
5;118
2;17
2;14
9;59
3;59
7;63
0;91
1;96
8;60
7;87
1;65
8;11
8;85
7;32
2;102
4;4
0;102
7;118
3;33
8;111
6;93
2;118
9;118
9;116
9;65
4;75
1;1
7;45
8;53
9;74
6;86
6;97
8;27
3;28
3;74
0;73
3;60
9;98
2;95
3;113
4;12
2;89
9;102
1;73
2;63
9;18
7;104
8;89
4;117
1;106
4;112
3;66
5;111
7;35
4;66
0;89
7;84
1;1
0;69
8;15
5;99
7;21
0;16
6;97
5;44
5;51
7;4
1;71
3;48
4;10
8;52
7;57
2;110
3;97
9;119
0;100
8;96
5;23
6;77
3;20
2;86
9;55
8;23
0;52
1;53
1;12
0;85
6;97
7;20
8;47
8;20
2;107
0;24
8;42
4;34
9;20
6;59
6;87
2;55
5;28
4;77
2;31
8;100
7;71
3;60
9;27
8;18
5;33
8;41
1;52
8;43
8;113
9;106
6;96
6;9
5;79
8;107
9;112
1;3
6;116
7;115
0;62
2;23
8;103
3;52
1;9
8;5
7;66
0;16
0;4
2;80
4;34
6;75
3;38
9;75
8;7
8;64
3;32
8;36
2;89
2;13
4;89
5;104
9;47
7;57
3;6
9;10
4;17
8;81
8;114
9;113
2;29
8;7
6;31
5;116
1;13
4;98
1;27
6;56
2;81
9;94
3;37
6;6
3;41
9;44
4;49
5;70
3;3
7;4
4;101
7;32
7;101
3;58
6;54
2;10
9;12
2;26
8;61
8;14
4;116
3;53
0;62
3;32
4;73
6;18
5;4
5;58
6;114
4;84
5;85
3;11
1;38
9;109
6;96
5;54
1;39
9;60
2;105
0;82
1;95
1;15
7;105
8;105
5;109
0;118
1;2
8;3
0;13
8;49
5;27
5;119
3;28
6;83
3;31
8;116
9;103
1;112
5;63
5;16
1;88
2;96
6;4
4;74
1;20
8;72
7;13
9;111
0;39
5;16
1;5
9;69
5;54
0;88
2;94
0;56
6;50
2;112
7;58
9;85
4;26
3;6
8;33
2;7
2;34
6;106
3;13
7;64
9;114
4;106
8;4
5;48
7;111
5;41
0;79
2;77
9;101
2;75
2;113
8;27
8;106
5;31
8;32
7;103
6;96
5;111
6;35
8;15
7;86
6;76
7;2
7;12
6;114
7;79
8;98
2;22
0;26
5;49
0;46
5;92
8;68
2;96
5;101
5;68
0;54
9;70
1;51
1;5
7;28
6;35
5;83
5;84
9;29
1;26
2;88
1;2
4;81
7;81
6;96
7;24
1;32
4;44
8;49
3;22
8;119
5;96
8;14
0;85
4;89
5;111
4;60
4;78
3;67
1;104
7;118
4;6
2;9
0;90
0;74
6;104
0;32
9;39
6;83
0;30
0;114
7;16
2;59
8;107
1;109
8;76
9;107
9;67
4;44
0;21
7;79
4;47
8;99
2;82
8;91
8;102
1;15
9;73
8;78
4;65
2;76
0;7
5;16
9;119
5;13
7;13
9;98
1;29
9;101
0;42
8;81
6;23
3;84
6;98
2;74
3;62
9;60
1;18
3;104
1;33
1;79
5;67
2;9
5;17
8;30
5;116
4;70
6;101
3;109
5;50
1;30
6;35
4;67
9;41
3;99
1;70
6;5
4;17
9;37
8;57
2;62
1;11
5;34
2;55
0;99
1;101
1;94
4;68
4;36
0;47
0;4
2;29
8;105
6;28
0;33
7;19
2;6
3;48
5;43
7;38
5;8
1;117
5;93
1;51
9;88
0;72
6;24
3;11
2;56
1;51
3;61
0;0
3;92
2;19
2;82
9;11
4;76
9;47
2;107
4;72
6;19
2;99
6;36
4;70
6;60
8;7
7;117
8;112
5;88
0;82
8;82
0;95
2;18
0;105
3;82
6;43
9;79
9;9
0;117
3;82
1;5
2;23
4;79
0;4
8;14
7;119
2;53
7;42
6;41
7;103
9;47
9;65
1;99
4;64
3;118
8;105
9;87
9;79
2;25
0;100
4;28
4;42
8;0
3;22
8;47
0;110
3;43
0;113
9;66
6;70
4;96
2;76
8;110
6;68
6;20
6;102
1;35
9;42
5;109
1;56
7;58
4;12
2;39
6;81
0;93
2;56
0;66
2;79
1;107
5;101
4;36
6;20
9;56
8;73
5;37
9;117
4;109
2;49
1;71
6;5
7;78
0;21
3;78
4;95
0;34
1;60
5;89
7;76
6;96
8;1
6;68
5;98
3;45
4;59
4;97
9;114
0;54
4;101
0;119
4;73
6;85
2;95
2;26
0;73
2;35
7;51
2;108
4;24
2;56
6;81
9;20
1;62
3;94
2;56
8;77
2;24
6;32
6;83
1;21
1;43
8;110
5;47
1;72
5;92
1;77
6;63
9;40
5;69
6;10
8;94
1;34
2;84
8;98
7;7
8;26
1;101
1;94
0;103
3;99
3;80
9;19
2;89
7;26
3;51
0;63
9;91
3;14
0;103
5;98
6;43
6;31
5;62
2;82
4;22
9;23
5;63
9;47
1;29
6;40
2;17
7;71
1;47
7;80
8;2
8;36
9;103
9;0
4;14
4;86
2;6
5;90
8;32
3;13
3;18
0;19
1;70
7;114
2;110
6;83
5;42
1;37
1;69
9;109
6;52
4;52
0;80
6;14
2;66
3;6
5;75
5;8
6;28
9;28
4;39
0;112
0;83
8;49
4;102
8;94
5;58
3;33
9;55
2;79
9;72
9;106
4;104
5;77
5;96
4;107
1;32
1;0
1;33
4;73
2;59
3;29
5;51
7;95
5;51
6;34
1;96
0;57
7;46
9;88
8;2
2;100
4;72
8;95
0;67
1;18
3;91
0;95
6;115
9;3
1;61
0;8
0;113
0;26
9;59
4;51
7;95
7;104
2;16
2;54
6;2
2;18
1;63
2;36
5;56
9;42
5;88
7;6
9;90
5;0
4;107
8;34
8;41
2;70
4;55
3;0
5;76
0;8
7;33
0;54
3;8
0;88
2;26
6;36
7;97
8;70
5;119
0;88
1;14
6;57
3;22
6;1
0;44
6;26
8;40
0;58
6;26
2;62
8;96
1;105
7;71
0;3
9;85
2;51
3;42
4;90
7;8
6;38
3;88
0;29
1;89
8;44
7;89
6;83
7;44
2;75
7;38
3;75
6;112
5;54
6;57
5;84
5;33
6;0
8;90
4;64
9;5
8;58
2;7
2;33
4;81
2;46
1;89
8;55
2;99
5;66
8;116
5;52
5;79
1;67
8;18
9;108
2;39
4;73
5;14
6;84
4;41
4;91
2;0
0;50
4;58
0;21
3;66
7;97
2;105
2;85
6;43
8;8
1;65
3;111
4;44
0;89
4;34
3;32
8;35
6;10
4;105
8;73
5;77
7;44
5;100
8;38
0;55
2;16
6;42
3;65
4;5
9;84
8;119
3;68
7;31
9;5
4;98
8;2
9;57
3;34
5;41
7;26
4;50
3;110
9;78
4;42
7;8
9;91
9;57
6;95
8;54
3;96
8;42
2;88
4;0
2;92
2;101
0;67
2;54
4;24
4;95
5;96
6;38
7;100
9;11
5;80
3;113
0;77
9;84
7;38
0;115
5;52
0;19
7;85
7;16
6;112
2;119
9;82
1;102
3;4
4;112
4;13
2;78
3;17
7;33
1;38
5;89
1;18
0;40
2;28
1;24
0;50
5;30
